ppid,brand,stars,category
P388241,Lancôme,3.9438,Makeup:Eye:Mascara
P409191,Korres,4.5,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P235346,Givenchy,4.4187,Makeup:Face:Foundation
P376617,Cover Fx,4.8788,Makeup:Brushes & Applicators:Face Brushes
P278021,Peter Thomas Roth,4.1,Skincare:Treatments:Face Serums
P417225,Jo Malone London,0.0,Fragrance:Candles & Home Scents
P397519,Too Faced,4.6427,Makeup:Cheek:Blush
P385744,Givenchy,3.8966,Makeup:Eye:Mascara
P406806,Smashbox,3.45,Makeup:Eye:Eye Primer
P411046,Sweat Cosmetics,4.0,Makeup:Cheek:Bronzer
P376470,Clinique,4.0206,Makeup:Eye:Eyeshadow
P418400,Sephora Collection,3.2,Makeup:Lip:Lip Stain
P386113,Tria,5.0,Skincare:Cleansers:Face Wash & Cleansers
P415789,Tarte,4.575,Makeup:Face:Contour
P7844,Fresh,,
P396826,Velour Silk Lashes,3.4217,Makeup:Eye:False Eyelashes
P398417,Urban Decay,4.352,Makeup:Eye:Eyebrow
P388627,Briogeo,4.1681,Hair:Shampoo & Conditioner:Conditioner
P375100,Smashbox,3.9297,Makeup:Eye:Eye Primer
P398995,Burberry,4.4947,Makeup:Face:Face Primer
P12420,Dolce&Gabbana,4.5948,Fragrance:Women:Perfume
P407897,Dior,5.0,Fragrance:Men:Bath & Shower
P385019,Ghd,2.8,Hair:Hair Tools:Hair Brushes & Combs
P313008,Sephora Collection,,
P393633,Clinique,3.7432,Makeup:Face:Contour
P213013,Fresh,4.5045,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P151107,Make Up For Ever,4.3521,Makeup:Face:Concealer
P386335,Anastasia Beverly Hills,4.0511,Makeup:Face:Contour
P229400,Lancôme,3.6061,Skincare:Moisturizers:Moisturizers
P279509,Too Faced,4.3481,Makeup:Eye:Eyebrow
P417348,Natasha Denona,0.0,Makeup:Eye:Eyebrow
P417186,Jo Malone London,5.0,Fragrance:Women:Perfume
P381763,Philosophy,3.8108,Fragrance:Women:Lotions & Oils
P412086,Moroccanoil,3.6667,Hair:Shampoo & Conditioner:Conditioner
P409535,Make Up For Ever,4.1074,Makeup:Eye:Mascara
P377785,Sephora Collection,3.531,Makeup:Eye:Eyeliner
P418545,Jo Malone London,0.0,Fragrance:Value & Gift Sets:Perfume Gift Sets
P129610,Givenchy,4.3151,Makeup:Face:Concealer
P279510,Clinique,4.4549,Makeup:Eye:Mascara
P379529,Sephora Collection,4.7444,Makeup:Brushes & Applicators:Face Brushes
P412393,The Estée Edit,3.6,Skincare:Eye Care:Eye Masks
P404468,Clinique,4.2464,Makeup:Face:Foundation
P393849,Atelier Cologne,5.0,Fragrance:Women:Bath & Shower
P408039,Burberry,0.0,Men:Shaving:Aftershave
P378015,Ren,3.7857,Bath & Body:Bath & Shower:Bath Soaks & Bubble Bath
P387956,Urban Decay,3.9292,Makeup:Eye:Mascara
P384820,Bumble And Bumble,3.7025,Hair:Hair Styling & Treatments:Hair Styling Products
P40576,Bvlgari,4.6909,Fragrance:Women:Perfume
P390708,Montblanc,4.8333,Fragrance:Men:Body Sprays & Deodorant
P412551,Atelier Cologne,5.0,Fragrance:Women:Bath & Shower
P380639,Philosophy,4.5556,Fragrance:Women:Lotions & Oils
P403324,Sephora Collection,1.8068,Makeup:Eye:Eyeliner
P392850,Tarte,4.4318,Makeup:Brushes & Applicators:Face Brushes
P408286,Nudestix,4.5556,Makeup:Lip:Lip Balm & Treatment
P404790,Milk Makeup,3.3542,Bath & Body:Body Care:Deodorant & Antiperspirant
P397102,Klorane,2.0,Hair:Shampoo & Conditioner:Conditioner
P59454,Amazing Cosmetics,4.2273,Makeup:Face:Setting Spray & Powder
P382516,Tocca,4.7778,Bath & Body:Bath & Shower:Scrub & Exfoliants
P409066,Ciaté London,4.4615,Makeup:Makeup Palettes
P411921,Giorgio Armani Beauty,3.8571,Makeup:Face:Concealer
P411918,Christian Louboutin,4.7,Fragrance:Women:Perfume
P378017,Becca,3.608,Makeup:Face:Face Primer
P387562,Marc Jacobs Fragrances,4.0981,Fragrance:Women:Perfume
P393095,Sephora Collection,4.3875,Makeup:Brushes & Applicators:Face Brushes
P413437,Erno Laszlo,5.0,Skincare:Cleansers:Face Wash & Cleansers
P416354,Kevyn Aucoin,4.2069,Makeup:Cheek:Highlighter
P387843,Sephora Collection,4.75,Makeup:Brushes & Applicators:Eye Brushes
P399015,Burberry,4.5,Makeup:Lip:Lip Liner
P380049,Kat Von D,3.3027,Makeup:Accessories:Makeup Removers
P393634,Clinique,3.9273,Makeup:Face:Highlighter
P272812,Hourglass,4.0923,Makeup:Lip:Lip Gloss
P260408,Dior,4.4829,Skincare:Treatments:Face Serums
P417350,Natasha Denona,0.0,Tools & Brushes:Makeup Brushes & Applicators:Makeup Brush Sets
P417861,Benefit Cosmetics,3.5,Makeup:Face:Contour
P401133,Ouidad,3.3333,Hair:Hair Styling & Treatments:Hair Styling Products
P385653,Tocca,3.0,Fragrance:Women:Bath & Shower
P277221,Urban Decay,4.415,Makeup:Face:Face Primer
P310719,Sephora Collection,4.268,Makeup:Face:Foundation
P402073,Briogeo,4.2,Hair:Shampoo & Conditioner:Conditioner
P376615,Cover Fx,4.2788,Makeup:Face:Setting Spray & Powder
P269706,Alterna Haircare,4.4275,Hair:Shampoo & Conditioner:Conditioner
P411036,Dior,3.9551,Makeup:Lip:Lipstick
P270601,Bobbi Brown,4.3913,Makeup:Brushes & Applicators:Face Brushes
P378284,Estée Lauder,4.4328,Makeup:Face:Foundation
P415403,Sephora Collection,3.6,Makeup:Cheek:Contour
P388705,Carven,5.0,Fragrance:Women:Lotions & Oils
P407886,Dphue,3.8,Hair:Hair Styling & Treatments:Scalp & Hair Treatments
P395415,Clean,3.0,Fragrance:Men:Body Sprays & Deodorant
P408728,Nest,5.0,Fragrance:Women:Bath & Shower
P313023,Sephora Collection,3.0876,Makeup:Brushes & Applicators:Face Brushes
P312910,Sephora Collection,4.2349,Makeup:Eye:Eyeshadow
P306857,Yves Saint Laurent,4.3333,Bath & Body:Body Care:Deodorant & Antiperspirant
P415216,Beautyblender,3.5441,Makeup:Brushes & Applicators:Sponges & Applicators
P401818,Marc Jacobs Fragrances,4.0,Fragrance:Women:Lotions & Oils
P414681,Nails Inc.,1.0,Makeup:Nail:Nail Polish
P398434,Michael Kors,5.0,Fragrance:Men:Cologne
P270568,Bobbi Brown,4.4156,Makeup:Eye:Eyeshadow
P394165,Surratt Beauty,3.0,Makeup:Face:Setting Spray & Powder
P384673,Smashbox,4.0027,Makeup:Face:Concealer
P389809,Clinique,4.3846,Fragrance:Women:Rollerballs & Travel Size
P302633,Benefit Cosmetics,4.2985,Makeup:Cheek:Bronzer
P404037,Make Up For Ever,3.6579,Makeup:Face:Concealer
P415988,Urban Decay,3.9091,Makeup:Face:Face Primer
P310718,Sephora Collection,4.2178,Makeup:Cheek:Bronzer
P411525,Lancôme,3.6329,Makeup:Eye:Mascara
P280506,Bumble And Bumble,3.8529,Hair:Shampoo & Conditioner:Shampoo
P122866,Clinique,4.3058,Makeup:Eye:Mascara
P415195,Sephora Collection,2.9595,Makeup:Cheek:Highlighter
P412557,Rms Beauty,4.5385,Makeup:Face:Highlighter
P394357,Skin Inc.,4.3093,Skincare:Treatments:Face Serums
P398908,Clinique,5.0,Men:Other Needs:Cleansing Brushes
P388682,Nails Inc.,4.6061,Makeup:Nail:Nail Polish
P406627,Bobbi Brown,4.0,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P407332,Algenist,4.2549,Skincare:Moisturizers:Moisturizers
P400280,Erborian,4.2295,Skincare:Moisturizers:Moisturizers
P309218,Omorovicza,4.75,Skincare:High Tech Tools:Cleansing
P378169,Drybar,3.786,Hair:Shampoo & Conditioner:Dry Shampoo
P394178,Surratt Beauty,4.0789,Makeup:Lip:Lipstick
P407433,Urban Decay,4.5587,Makeup:Face:Highlighter
P409056,Earth’S Nectar,1.0,Hair:Shampoo & Conditioner:Shampoo
P386179,Sephora Collection,4.6021,Makeup:Nail:Nail Care
P397104,Klorane,2.5333,Hair:Shampoo & Conditioner:Conditioner
P405033,Foreo,3.4615,Skincare:High Tech Tools:Teeth Whitening
P383183,Nuface,4.3061,Skincare:High Tech Tools:Cleansing
P399982,Jurlique,4.4444,Skincare:Eye Care:Eye Creams & Treatments
P384677,Sephora Collection,4.4984,Makeup:Eye:Eye Palettes
P380705,Marc Jacobs Beauty,4.2189,Makeup:Eye:Eyeliner
P266800,Boscia,3.8602,Skincare:Masks:Face Masks
P383530,Carven,4.0,Fragrance:Women:Bath & Shower
P406059,Sephora Collection,5.0,Tools & Brushes:Accessories:Makeup & Travel Cases
P395141,Sephora Collection,4.7895,Tools & Brushes:Accessories:Makeup & Travel Cases
P406538,The Estée Edit,3.2,Makeup:Accessories:Makeup Removers
P278002,Alterna Haircare,4.1017,Hair:Shampoo & Conditioner:Conditioner
P396721,Ciaté London,4.5385,Makeup:Cheek:Bronzer
P383341,Estée Lauder,4.4186,Makeup:Face:Concealer
P411885,It Cosmetics,3.9302,Makeup:Face:BB & CC Cream
P388649,Philosophy,3.9778,Hair:Shampoo & Conditioner:Shampoo
P398757,Reverie,3.8571,Hair:Shampoo & Conditioner:Shampoo
P410550,Urban Decay,4.1429,Makeup:Brushes & Applicators:Face Brushes
P385567,Sephora Collection,4.6519,Hair:Hair Tools:Hair Brushes & Combs
P410769,Givenchy,4.0448,Makeup:Lip:Lip Balm & Treatment
P394172,Surratt Beauty,5.0,Makeup:Eye:Eyeliner
P417210,Jo Malone London,0.0,Fragrance:Women:Lotions & Oils
P183919,Make Up For Ever,4.4385,Makeup:Lip:Lip Liner
P391618,Skin Inc.,3.875,Skincare:Treatments:Face Serums
P410246,Sephora Collection,4.25,Tools & Brushes:Accessories:Makeup & Travel Cases
P387418,Amika,4.5,Hair:Hair Tools:Curling Irons
P407487,Rahua,3.6667,Hair:Shampoo & Conditioner:Conditioner
P417182,Jo Malone London,4.875,Fragrance:Women:Perfume
P128706,Lancôme,4.5164,Makeup:Eye:Mascara
P400921,Black Up,4.0,Makeup:Face:Concealer
P386701,Benefit Cosmetics,4.0082,Makeup:Lip:Lip Balm & Treatment
P175208,Dior,4.1312,Makeup:Eye:Mascara
P293603,Nars,3.898,Makeup:Face:Concealer
P406722,Viktor & Rolf,4.0,Fragrance:Women:Bath & Shower
P386333,Nars,3.7975,Makeup:Brushes & Applicators:Face Brushes
P413264,Dior,3.0,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P196516,Mugler,4.5749,Fragrance:Women:Perfume
P400608,Caudalie,4.4255,Skincare:Treatments:Face Serums
P381164,Dior,3.6667,Fragrance:Women:Bath & Shower
P388701,Cover Fx,3.9276,Makeup:Face:Concealer
P394815,Surratt Beauty,4.5714,Makeup:Brushes & Applicators:Face Brushes
P249814,Sephora Collection,4.335,Makeup:Lip:Lipstick
P391335,Sephora Collection,4.6071,Makeup:Brushes & Applicators:Brush Sets
P407475,Blendsmart,5.0,Makeup:Brushes & Applicators:Face Brushes
P392707,Hourglass,3.6225,Makeup:Eye:Eye Palettes
P411892,Show Beauty,3.0,Hair:Shampoo & Conditioner:Shampoo
P394825,Bumble And Bumble,3.6394,Hair:Hair Styling & Treatments:Hair Styling Products
P398556,Sephora Collection,4.1538,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P381000,Too Faced,3.7422,Makeup:Eye:Mascara
P388058,Shiseido,4.1569,Skincare:Treatments:Face Serums
P400510,Sephora Collection,4.0667,Makeup:Cheek:Blush
P406217,Cover Fx,3.5902,Makeup:Face:Concealer
P404163,Sephora Collection,4.7027,Tools & Brushes:Makeup Brushes & Applicators:Eye Brushes
P54509,Lancôme,4.5252,Skincare:Cleansers:Toners
P415305,Sephora Collection,3.3571,Makeup:Brushes & Applicators:Brush Sets
P380600,Ralph Lauren,5.0,Fragrance:Men:Body Sprays & Deodorant
P381797,Nest,4.1837,Fragrance:Women:Rollerballs & Travel Size
P406019,The Estée Edit,3.6625,Makeup:Lip:Lipstick
P391110,Hanae Mori,4.75,Fragrance:Women:Perfume
P409987,Kat Von D,4.9062,Makeup:Brushes & Applicators:Face Brushes
P409190,Korres,2.0,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P406010,The Estée Edit,4.4149,Makeup:Eye:Eyeshadow
P296914,Ouidad,3.2917,Hair:Shampoo & Conditioner:Conditioner
P419276,Pretty Vulgar,0.0,Makeup:Eye:Eye Primer
P214002,Ren,4.2667,Skincare:Moisturizers:Moisturizers
P400059,Dior,5.0,Fragrance:Men:Bath & Shower
P417103,Lancôme,4.1096,Makeup:Face:Highlighter
P281837,Glo Science,4.8889,Skincare:High Tech Tools:Teeth Whitening
P413342,Klorane,3.5,Hair:Shampoo & Conditioner:Conditioner
P380696,Bvlgari,5.0,Fragrance:Women:Lotions & Oils
P313006,Sephora Collection,3.9526,Makeup:Brushes & Applicators:Face Brushes
P409238,Benefit Cosmetics,4.3999,Makeup:Eye:Eyebrow
P382601,Sephora Collection,3.9165,Makeup:Eye:False Eyelashes
P384975,Tory Burch,4.2857,Fragrance:Women:Lotions & Oils
P417902,Shiseido,3.6667,Makeup:Face:Foundation
P152703,Tarte,4.2087,Makeup:Face:Setting Spray & Powder
P270540,Bobbi Brown,4.601,Makeup:Face:Foundation
P311601,Sephora Collection,4.2222,Tools & Brushes:Accessories:Makeup & Travel Cases
P384812,Philosophy,4.2961,Fragrance:Women:Perfume
P406540,The Estée Edit,4.1667,Skincare:Eye Care:Eye Creams & Treatments
P377749,Benefit Cosmetics,3.9231,Makeup:Face:Concealer
P399761,Clean,4.2857,Fragrance:Women:Rollerballs & Travel Size
P406814,Yves Saint Laurent,4.1053,Makeup:Face:Face Primer
P416567,The Estée Edit,3.4,Makeup:Eye:Eyeshadow
P402980,Cinema Secrets,3.6596,Makeup:Face:Face Primer
P403628,Sephora Collection,4.2593,Tools & Brushes:Accessories:Tweezers & Eyebrow Tools
P409194,Korres,5.0,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P306876,Dolce&Gabbana,4.0,Bath & Body:Body Care:Deodorant & Antiperspirant
P393430,Giorgio Armani Beauty,4.33,Makeup:Face:Color Correct
P378174,Drybar,4.0684,Hair:Hair Styling & Treatments:Hair Styling Products
P396720,Ciaté London,4.5,Makeup:Brushes & Applicators:Face Brushes
P415646,Rms Beauty,4.0,Makeup:Eye:Mascara
P404286,Miu Miu,3.554,Fragrance:Women:Perfume
P238433,Dior,4.6267,Makeup:Eye:Eyebrow
P400316,Bvlgari,3.6667,Fragrance:Women:Bath & Shower
P406014,The Estée Edit,3.7895,Makeup:Lip:Lip Liner
P405141,Bareminerals,3.5,Skincare:Moisturizers:Moisturizers
P386910,Algenist,4.3922,Skincare:Moisturizers:Mists & Essences
P404830,Anastasia Beverly Hills,4.4886,Makeup:Lip:Lip Gloss
P394164,Surratt Beauty,4.0769,Makeup:Face:Setting Spray & Powder
P38221,Tocca,4.3844,Fragrance:Women:Perfume
P410004,Smashbox,3.8205,Makeup:Makeup Palettes
P313035,Sephora Collection,4.7055,Makeup:Brushes & Applicators:Eye Brushes
P377784,Sephora Collection,4.0606,Makeup:Eye:Eyeliner
P396522,Bareminerals,3.6,Makeup:Brushes & Applicators:Face Brushes
P380554,Giorgio Armani Beauty,4.6364,Fragrance:Men:Body Sprays & Deodorant
P411569,Sweat Cosmetics,4.6667,Makeup:Face:Highlighter
P397883,Givenchy,4.4381,Makeup:Face:Foundation
P384691,Sephora Collection,4.6255,Makeup:Brushes & Applicators:Face Brushes
P417312,Sol De Janeiro,4.0633,Fragrance:Women:Body Mist & Hair Mist
P387034,Marc Jacobs Beauty,3.8658,Makeup:Eye:Mascara
P417909,Tarte,4.0,Makeup:Cheek:Highlighter
P395206,Anastasia Beverly Hills,4.4286,Makeup:Brushes & Applicators:Eye Brushes
P387419,Amika,3.8,Hair:Hair Tools:Curling Irons
P400960,Deborah Lippmann,3.2381,Makeup:Nail:Nail Sets
P122782,Clinique,4.3192,Skincare:Lip Treatments:Lip Balms & Treatments
P387568,Marc Jacobs Fragrances,4.5,Fragrance:Women:Lotions & Oils
P396310,Atelier Cologne,5.0,Fragrance:Women:Bath & Shower
P409615,Kevyn Aucoin,4.25,Makeup:Eye:Mascara
P382391,Make Up For Ever,2.6667,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P384101,Urban Decay,4.2676,Makeup:Eye:Eyeliner
P270595,Bobbi Brown,4.4301,Skincare:Moisturizers:Moisturizers
P405596,Tarte,4.3147,Makeup:Face:Highlighter
P122807,Clinique,4.5611,Makeup:Cheek:Bronzer
P388664,Bobbi Brown,3.7692,Makeup:Face:Foundation
P270544,Bobbi Brown,4.0931,Skincare:Eye Care:Eye Creams & Treatments
P381030,Clinique,3.8219,Skincare:Moisturizers:Moisturizers
P122694,Clinique,4.0989,Makeup:Face:Concealer
P409985,Kat Von D,4.2898,Makeup:Face:Concealer
P313033,Sephora Collection,4.6226,Makeup:Brushes & Applicators:Eye Brushes
P376285,Cover Fx,3.9844,Makeup:Face:Foundation
P404331,Dior,4.4118,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P403433,Sephora Collection,3.3889,Hair:Hair Tools:Hair Accessories
P386664,Nars,4.3189,Makeup:Face:Contour
P406521,Stella Mccartney,4.0519,Fragrance:Women:Perfume
P313014,Sephora Collection,4.4945,Makeup:Brushes & Applicators:Face Brushes
P229401,Lancôme,3.92,Skincare:Eye Care:Eye Creams & Treatments
P393356,Bareminerals,3.8888,Makeup:Face:BB & CC Cream
P406219,Sephora Collection,4.1512,Makeup:Lip:Lip Balm & Treatment
P380646,Tom Ford,4.2667,Fragrance:Women:Bath & Shower
P378348,Shiseido,4.0211,Skincare:Eye Care:Eye Creams & Treatments
P380958,Pink Sugar,4.2667,Fragrance:Women:Rollerballs & Travel Size
P380017,Estée Lauder,4.6667,Skincare:Cleansers:Toners
P410243,Sunday Riley,4.1104,Skincare:Cleansers:Toners
P410549,Tarte,4.6923,Makeup:Eye:Eyeshadow
P408017,Sephora Collection,4.6757,Tools & Brushes:Makeup Brushes & Applicators:Brush Cleaners
P416356,Kevyn Aucoin,5.0,Makeup:Brushes & Applicators:Face Brushes
P380610,Dior,3.5833,Fragrance:Men:Body Sprays & Deodorant
P404815,Kevyn Aucoin,4.0,Makeup:Eye:Eyeshadow
P396640,Kate Spade New York,4.4324,Fragrance:Women:Perfume
P199612,Boscia,4.4707,Skincare:Cleansers:Face Wash & Cleansers
P416219,Stila,3.7143,Makeup:Lip:Lipstick
P392348,Marc Jacobs Beauty,4.7632,Makeup:Brushes & Applicators:Face Brushes
P399119,Bumble And Bumble,3.7333,Hair:Shampoo & Conditioner:Conditioner
P388108,Hourglass,4.2375,Makeup:Face:Foundation
P406661,Ouai,4.0526,Hair:Shampoo & Conditioner:Shampoo
P377714,Cover Fx,3.5232,Makeup:Face:Foundation
P417900,Shiseido,4.0,Makeup:Eye:Mascara
P42083,Clean,3.6307,Fragrance:Women:Perfume
P386463,Bumble And Bumble,3.948,Hair:Shampoo & Conditioner:Shampoo
P405073,Guerlain,3.875,Makeup:Face:Setting Spray & Powder
P388264,Origins,4.2222,Skincare:Treatments:Face Serums
P405113,Kevyn Aucoin,4.0,Makeup:Face:Setting Spray & Powder
P404794,Milk Makeup,4.2143,Skincare:Moisturizers:Face Oils
P411539,Dr. Jart+,4.3026,Skincare:Moisturizers:Moisturizers
P210589,Benefit Cosmetics,4.2848,Makeup:Lip:Lip Stain
P411851,Ilia,4.0833,Makeup:Lip:Lip Balm & Treatment
P399914,Cinema Secrets,4.3125,Makeup:Makeup Palettes
P297551,Origins,4.3805,Skincare:Masks:Face Masks
P377347,Sephora Collection,4.0881,Makeup:Face:Foundation
P384328,Stila,2.1429,Makeup:Face:Setting Spray & Powder
P410203,Phyto,4.5965,Hair:Hair Styling & Treatments:Hair Oil
P391761,Ren,4.0803,Skincare:Treatments:Face Serums
P405298,Alterna Haircare,3.52,Hair:Shampoo & Conditioner:Shampoo
P412087,Moroccanoil,3.3333,Hair:Shampoo & Conditioner:Shampoo
P385691,Sephora Collection,3.7903,Hair:Hair Tools:Hair Dryers
P406235,Beautyblender,4.1571,Makeup:Brushes & Applicators:Sponges & Applicators
P229206,Benefit Cosmetics,4.5491,Makeup:Cheek:Blush
P393954,Kevyn Aucoin,4.25,Makeup:Face:Highlighter
P417650,Marc Jacobs Beauty,4.0,Makeup:Brushes & Applicators:Face Brushes
P419413,Nest,0.0,Fragrance:Candles & Home Scents
P140903,Smashbox,4.085,Skincare:Treatments:Face Serums
P247905,Lancôme,4.0553,Skincare:Eye Care:Eye Creams & Treatments
P49014,Benefit Cosmetics,4.0321,Makeup:Eye:Mascara
P208606,Amazing Cosmetics,4.3321,Makeup:Face:Concealer
P417155,Nails Inc.,0.0,Makeup:Nail:Nail Sets
P391802,Dr. Brandt Skincare,3.382,Skincare:Treatments:Face Serums
P409352,Pink Sugar,4.0,Bath & Body:Body Care:Deodorant & Antiperspirant
P302924,Urban Decay,4.0271,Makeup:Face:Concealer
P270594,Bobbi Brown,4.5374,Skincare:Moisturizers:Moisturizers
P394177,Surratt Beauty,3.0,Makeup:Lip:Lip Liner
P374830,Urban Decay,4.2188,Makeup:Face:Foundation
P398379,Shiseido,3.7838,Skincare:Eye Care:Eye Creams & Treatments
P404354,Clean,2.9485,Fragrance:Women:Perfume
P269120,Paco Rabanne,4.7242,Fragrance:Men:Cologne
P404047,Sephora Collection,3.7143,Tools & Brushes:Accessories:Tweezers & Eyebrow Tools
P412147,Sephora Collection,4.1737,Makeup:Face:Face Primer
P382094,Nest,4.3529,Fragrance:Women:Perfume
P375120,Hermès,4.3661,Fragrance:Men:Cologne
P393858,Ciaté London,3.8333,Makeup:Lip:Lip Gloss
P418552,Nest,0.0,Fragrance:Candles & Home Scents
P234101,Philosophy,4.6089,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P399934,Estée Lauder,4.5,Skincare:Moisturizers:Night Creams
P399738,Lancer,2.8182,Skincare:Cleansers:Exfoliators
P405505,Philosophy,3.3333,Hair:Shampoo & Conditioner:Shampoo
P415648,Rms Beauty,5.0,Makeup:Lip:Lip Gloss
P387626,Viktor & Rolf,4.8333,Fragrance:Men:Body Sprays & Deodorant
P398415,Clinique,4.5825,Makeup:Eye:Eyeliner
P417351,Natasha Denona,0.0,Tools & Brushes:Makeup Brushes & Applicators:Makeup Brush Sets
P398414,Clinique,3.4038,Makeup:Eye:Eyeliner
P382378,Make Up For Ever,4.8689,Makeup:Brushes & Applicators:Face Brushes
P391638,Skin Inc.,4.5,Skincare:Treatments:Face Serums
P140906,Laura Mercier,4.2866,Makeup:Face:Tinted Moisturizer
P384108,Boscia,3.9516,Skincare:Cleansers:Face Wash & Cleansers
P270580,Bobbi Brown,4.5868,Makeup:Brushes & Applicators:Eye Brushes
P393802,Stila,3.8267,Makeup:Lip:Lip Balm & Treatment
P419274,Pretty Vulgar,0.0,Makeup:Lip:Lip Balm & Treatment
P396296,Acqua Di Parma,4.0,Fragrance:Men:Cologne
P388775,Dior,3.9259,Makeup:Face:Concealer
P12430,Giorgio Armani Beauty,4.8124,Fragrance:Men:Cologne
P412580,Sephora Collection,4.5238,Tools & Brushes:Value & Gift Sets
P54900,Tocca,4.3458,Fragrance:Women:Perfume
P398971,Aerin,4.1111,Bath & Body:Body Moisturizers:Hand Cream & Foot Cream
P410250,Bareminerals,4.1075,Makeup:Lip:Lip Gloss
P411568,Sweat Cosmetics,5.0,Makeup:Cheek:Bronzer
P61004,Bareminerals,4.5867,Makeup:Face:Setting Spray & Powder
P292015,Urban Decay,4.0236,Makeup:Eye:Eyeliner
P397901,Stila,4.0732,Makeup:Eye:Mascara
P393409,Giorgio Armani Beauty,3.9,Makeup:Lip:Lipstick
P384996,Clinique,4.5178,Makeup:Cheek:Blush
P400625,Bobbi Brown,4.3529,Makeup:Lip:Lipstick
P408289,Amazing Cosmetics,4.4396,Makeup:Face:Concealer
P410768,Givenchy,4.5,Makeup:Eye:Eyebrow
P404041,Sephora Collection,4.6893,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P398735,Shiseido,3.8571,Makeup:Eye:Mascara
P419271,Pretty Vulgar,0.0,Makeup:Eye:Eyebrow
P122914,Clinique,4.1952,Makeup:Face:Concealer
P385602,Sephora Collection,4.1129,Hair:Hair Tools:Hair Brushes & Combs
P406632,Urban Decay,4.1271,Makeup:Face:Color Correct
P410815,Clinique,4.3939,Makeup:Lip:Lipstick
P390324,Clarisonic,4.6699,Skincare:High Tech Tools:Cleansing
P405598,Tarte,3.8333,Makeup:Face:Concealer
P415510,Marc Jacobs Beauty,4.3732,Makeup:Lip:Lipstick
P399994,Verb,4.1487,Hair:Shampoo & Conditioner:Shampoo
P309308,Sunday Riley,4.2971,Skincare:Treatments:Face Serums
P381209,Deborah Lippmann,4.125,Makeup:Nail:Nail Care
P270548,Bobbi Brown,4.6911,Makeup:Cheek:Bronzer
P405108,Milk Makeup,3.6145,Makeup:Eye:Mascara
P396527,Bareminerals,4.2174,Makeup:Brushes & Applicators:Face Brushes
P393803,Stila,3.6635,Makeup:Face:Contour
P382422,Make Up For Ever,3.8125,Makeup:Brushes & Applicators:Sponges & Applicators
P399506,Ciaté London,3.25,Makeup:Eye:Eyebrow
P398941,Michael Kors,5.0,Men:Shaving:Aftershave
P46017,Blinc,4.1677,Makeup:Eye:Mascara
P412080,Moroccanoil,3.8824,Hair:Shampoo & Conditioner:Shampoo
P381918,Clinique,4.3017,Makeup:Eye:Eyeshadow
P383182,Nuface,4.0,Skincare:High Tech Tools:Anti-Aging
P236814,Dior,3.9761,Makeup:Eye:Mascara
P413676,Tom Ford,4.4,Fragrance:Women:Perfume
P401402,Alterna Haircare,3.8108,Hair:Shampoo & Conditioner:Conditioner
P280552,Bumble And Bumble,4.2105,Hair:Hair Styling & Treatments:Hair Masks
P397263,Klorane,4.4615,Hair:Shampoo & Conditioner:Shampoo
P61204,Boscia,4.5517,Skincare:Cleansers:Face Wash & Cleansers
P270567,Bobbi Brown,4.6146,Makeup:Eye:Eyeshadow
P377701,Stila,4.223,Makeup:Lip:Lipstick
P395108,Nudestix,3.0,Makeup:Face:Face Primer
P398371,Smashbox,3.8974,Makeup:Face:BB & CC Cream
P416415,Marc Jacobs Beauty,3.8571,Makeup:Eye:Eye Sets
P417230,Jo Malone London,5.0,Fragrance:Candles & Home Scents
P417325,Nars,4.5738,Makeup:Cheek:Highlighter
P415223,Tom Ford,0.0,Fragrance:Women:Perfume
P380647,Tom Ford,3.1,Fragrance:Women:Bath & Shower
P297553,Bumble And Bumble,3.9608,Hair:Shampoo & Conditioner:Conditioner
P413449,The Art Of Shaving,5.0,Men:Shaving:Shaving
P419106,Nars,0.0,Makeup:Eye:Eyeliner
P382436,Make Up For Ever,3.5,Makeup:Brushes & Applicators:Eye Brushes
P391323,Nars,4.0,Makeup:Brushes & Applicators:Eye Brushes
P309813,Urban Decay,4.6975,Makeup:Eye:Eyeshadow
P187415,Perfekt,3.8138,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P378383,Sachajuan,4.75,Hair:Hair Styling & Treatments:Hair Styling Products
P397825,Tata Harper,4.119,Makeup:Lip:Lip Stain
P407488,Rahua,3.5625,Hair:Shampoo & Conditioner:Shampoo
P417152,Stellar,4.1364,Makeup:Face:Foundation
P380557,Giorgio Armani Beauty,4.5,Fragrance:Men:Bath & Shower
P384889,Sephora Collection,4.2538,Makeup:Brushes & Applicators:Face Brushes
P393132,Givenchy,2.9545,Makeup:Eye:Eye Palettes
P407045,Madam C.J. Walker Beauty Culture,4.1316,Hair:Shampoo & Conditioner:Leave-In Conditioner
