date,cnt_ipo,amt_ipo,prob_ipo,ind_ipo_f7d,ind_ipo_f15d,ind_ipo_f30d,cnt_ipo_f7d,cnt_ipo_f15d,cnt_ipo_f30d,amt_ipo_f7d,amt_ipo_f15d,amt_ipo_f30d,prob_ipo_f7d,prob_ipo_f15d,prob_ipo_f30d,,
2014/8/28,6,22476,0.821666667,1,1,1,2,2,16,3134,3134,80880,0.102857143,0.048,0.107875,,
2014/8/29,2,3134,0.72,0,0,1,0,0,14,0,0,77746,0,0,0.083875,,
2014/8/30,0,0,0,0,0,1,0,0,14,0,0,77746,0,0,0.083875,,
2014/8/31,0,0,0,0,0,1,0,0,14,0,0,77746,0,0,0.083875,,
2014/9/1,0,0,0,0,0,1,0,0,14,0,0,77746,0,0,0.083875,,
2014/9/2,0,0,0,0,0,1,0,0,14,0,0,77746,0,0,0.083875,,
2014/9/3,0,0,0,0,1,1,0,2,14,0,21278,77746,0,0.033333333,0.083875,,
2014/9/4,0,0,0,0,1,1,0,2,14,0,21278,77746,0,0.033333333,0.083875,,
2014/9/5,0,0,0,0,1,1,0,2,14,0,21278,77746,0,0.033333333,0.083875,,
2014/9/6,0,0,0,0,1,1,0,2,14,0,21278,77746,0,0.033333333,0.083875,,
2014/9/7,0,0,0,0,1,1,0,3,14,0,36878,77746,0,0.092,0.083875,,
2014/9/8,0,0,0,0,1,1,0,3,14,0,36878,77746,0,0.092,0.083875,,
2014/9/9,0,0,0,0,1,1,0,11,14,0,67111,77746,0,0.128416667,0.083875,,
2014/9/10,0,0,0,0,1,1,0,14,14,0,77746,77746,0,0.16775,0.083875,,
2014/9/11,0,0,0,1,1,1,2,14,14,21278,77746,77746,0.071428571,0.16775,0.083875,,
2014/9/12,0,0,0,1,1,1,2,14,14,21278,77746,77746,0.071428571,0.16775,0.083875,,
2014/9/13,0,0,0,1,1,1,2,14,14,21278,77746,77746,0.071428571,0.16775,0.083875,,
2014/9/14,0,0,0,1,1,1,2,14,14,21278,77746,77746,0.071428571,0.16775,0.083875,,
2014/9/15,0,0,0,1,1,1,3,14,14,36878,77746,77746,0.197142857,0.16775,0.083875,,
2014/9/16,0,0,0,1,1,1,3,14,14,36878,77746,77746,0.197142857,0.16775,0.083875,,
2014/9/17,0,0,0,1,1,1,11,14,14,67111,77746,77746,0.275178571,0.16775,0.083875,,
2014/9/18,2,21278,0.5,1,1,1,12,12,12,56468,56468,56468,0.288035714,0.134416667,0.067208333,,
2014/9/19,0,0,0,1,1,1,12,12,12,56468,56468,56468,0.288035714,0.134416667,0.067208333,,
2014/9/20,0,0,0,1,1,1,12,12,12,56468,56468,56468,0.288035714,0.134416667,0.067208333,,
2014/9/21,0,0,0,1,1,1,12,12,12,56468,56468,56468,0.288035714,0.134416667,0.067208333,,
2014/9/22,1,15600,0.88,1,1,1,11,11,11,40868,40868,40868,0.162321429,0.07575,0.037875,,
2014/9/23,0,0,0,1,1,1,11,11,14,40868,40868,49079,0.162321429,0.07575,0.053541667,,
2014/9/24,8,30233,0.54625,1,1,1,3,3,12,10635,10635,54709,0.084285714,0.039333333,0.059,,
2014/9/25,3,10635,0.59,0,0,1,0,0,9,0,0,44074,0,0,0.039333333,,
2014/9/26,0,0,0,0,0,1,0,0,9,0,0,44074,0,0,0.039333333,,
2014/9/27,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/9/28,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/9/29,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/9/30,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/10/1,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/10/2,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/10/3,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/10/4,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/10/5,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/10/6,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/10/7,0,0,0,0,0,1,0,0,11,0,0,50574,0,0,0.056,,
2014/10/8,0,0,0,0,1,1,0,3,11,0,8211,50574,0,0.031333333,0.056,,
2014/10/9,0,0,0,0,1,1,0,9,11,0,44074,50574,0,0.078666667,0.056,,
2014/10/10,0,0,0,0,1,1,0,9,11,0,44074,50574,0,0.078666667,0.056,,
2014/10/11,0,0,0,0,1,1,0,9,11,0,44074,50574,0,0.078666667,0.056,,
2014/10/12,0,0,0,0,1,1,0,11,11,0,50574,50574,0,0.112,0.056,,
2014/10/13,0,0,0,0,1,1,0,11,11,0,50574,50574,0,0.112,0.056,,
2014/10/14,0,0,0,0,1,1,0,11,11,0,50574,50574,0,0.112,0.056,,
2014/10/15,0,0,0,0,1,1,0,11,11,0,50574,50574,0,0.112,0.056,,
2014/10/16,0,0,0,1,1,1,3,11,11,8211,50574,50574,0.067142857,0.112,0.056,,
2014/10/17,0,0,0,1,1,1,9,11,11,44074,50574,50574,0.168571429,0.112,0.056,,
2014/10/18,0,0,0,1,1,1,9,11,12,44074,50574,54924,0.168571429,0.112,0.066,,
2014/10/19,0,0,0,1,1,1,9,11,12,44074,50574,54924,0.168571429,0.112,0.066,,
2014/10/20,0,0,0,1,1,1,11,11,12,50574,50574,54924,0.24,0.112,0.066,,
2014/10/21,0,0,0,1,1,1,11,11,12,50574,50574,54924,0.24,0.112,0.066,,
2014/10/22,0,0,0,1,1,1,11,11,12,50574,50574,54924,0.24,0.112,0.066,,
2014/10/23,3,8211,0.47,1,1,1,8,8,9,42363,42363,46713,0.172857143,0.080666667,0.050333333,,
2014/10/24,6,35863,0.71,1,1,1,2,2,3,6500,6500,10850,0.071428571,0.033333333,0.026666667,,
2014/10/25,0,0,0,1,1,1,2,2,10,6500,6500,30021,0.071428571,0.033333333,0.042619048,,
2014/10/26,0,0,0,1,1,1,2,2,13,6500,6500,56014,0.071428571,0.033333333,0.081952381,,
2014/10/27,2,6500,0.5,0,0,1,0,0,11,0,0,49514,0,0,0.065285714,,
2014/10/28,0,0,0,0,0,1,0,0,12,0,0,64514,0,0,0.087952381,,
2014/10/29,0,0,0,0,0,1,0,0,12,0,0,64514,0,0,0.087952381,,
2014/10/30,0,0,0,0,0,1,0,0,12,0,0,64514,0,0,0.087952381,,
2014/10/31,0,0,0,0,0,1,0,0,12,0,0,64514,0,0,0.087952381,,
2014/11/1,0,0,0,0,0,1,0,0,12,0,0,64514,0,0,0.087952381,,
2014/11/2,0,0,0,0,1,1,0,1,12,0,4350,64514,0,0.02,0.090985222,,
2014/11/3,0,0,0,0,1,1,0,1,12,0,4350,64514,0,0.02,0.094234694,,
2014/11/4,0,0,0,0,1,1,0,1,12,0,4350,64514,0,0.02,0.097724868,,
2014/11/5,0,0,0,0,1,1,0,1,12,0,4350,64514,0,0.02,0.101483516,,
2014/11/6,0,0,0,0,1,1,0,1,12,0,4350,64514,0,0.02,0.105542857,,
2014/11/7,0,0,0,0,1,1,0,1,12,0,4350,64514,0,0.02,0.109940476,,
2014/11/8,0,0,0,0,1,1,0,1,12,0,4350,64514,0,0.02,0.114720497,,
2014/11/9,0,0,0,0,1,1,0,8,12,0,23521,64514,0,0.051904762,0.119935065,,
2014/11/10,0,0,0,1,1,1,1,11,12,4350,49514,64514,0.042857143,0.130571429,0.125646259,,
2014/11/11,0,0,0,1,1,1,1,11,12,4350,49514,64514,0.042857143,0.130571429,0.131928571,,
2014/11/12,0,0,0,1,1,1,1,12,12,4350,64514,64514,0.042857143,0.175904762,0.13887218,,
2014/11/13,0,0,0,1,1,1,1,12,12,4350,64514,64514,0.042857143,0.175904762,0.146587302,,
2014/11/14,0,0,0,1,1,1,1,12,12,4350,64514,64514,0.042857143,0.175904762,0.155210084,,
2014/11/15,0,0,0,1,1,1,1,12,12,4350,64514,64514,0.042857143,0.175904762,0.164910714,,
2014/11/16,0,0,0,1,1,1,1,12,12,4350,64514,64514,0.042857143,0.175904762,0.175904762,,
2014/11/17,1,4350,0.3,1,1,1,7,11,11,19171,60164,60164,0.068367347,0.167040816,0.167040816,,
2014/11/18,0,0,0,1,1,1,10,11,11,45164,60164,60164,0.236938776,0.17989011,0.17989011,,
2014/11/19,0,0,0,1,1,1,10,11,11,45164,60164,60164,0.236938776,0.194880952,0.194880952,,
2014/11/20,0,0,0,1,1,1,11,11,11,60164,60164,60164,0.334081633,0.212597403,0.212597403,,
2014/11/21,0,0,0,1,1,1,11,11,11,60164,60164,60164,0.334081633,0.233857143,0.233857143,,
2014/11/22,0,0,0,1,1,1,11,11,11,60164,60164,60164,0.334081633,0.25984127,0.25984127,,
2014/11/23,0,0,0,1,1,1,11,11,11,60164,60164,60164,0.334081633,0.292321429,0.292321429,,
2014/11/24,7,19171,0.478571429,1,1,1,4,4,4,40993,40993,40993,0.265714286,0.265714286,0.265714286,,
2014/11/25,3,25993,1.18,1,1,1,1,1,1,15000,15000,15000,0.113333333,0.113333333,0.113333333,,
2014/11/26,0,0,0,1,1,1,1,1,1,15000,15000,15000,0.136,0.136,0.136,,
2014/11/27,1,15000,0.68,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/11/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/11/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/11/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2014/12/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
