Date,rx2,rx3,rx4,rx5,f0,f1,f2,f3,f4 
19870331,0.932,1.5312,1.8963,2.0401,6.2574,6.794,7.1473,7.4437,7.7086
19870430,0.3279,0.1055,-0.1894,-0.7231,6.9239,7.7485,7.929,8.213,8.4956
19870529,0.7771,1.0441,1.2697,1.3625,7.1744,8.106,8.2762,8.4254,8.61
19870630,0.4097,0.2976,-0.0766,-0.6464,6.9199,7.8001,8.218,8.4808,8.6742
19870731,0.1247,-0.356,-1.0497,-1.8304,6.9092,7.9504,8.4504,8.7436,8.9494
19870831,-0.8455,-2.2352,-3.7402,-5.2535,7.2432,8.3028,8.7663,9.0301,9.2186
19870930,-0.9367,-2.4719,-4.0307,-5.5586,7.8631,9.0451,9.4315,9.6483,9.822
19871030,-0.429,-1.4813,-2.6777,-3.928,7.0578,8.2304,8.7649,9.1169,9.3115
19871130,-0.6548,-1.9588,-3.3796,-4.8571,7.1073,8.2393,8.7413,9.1149,9.3662
19871231,-0.6257,-1.7933,-2.9833,-4.2571,7.2328,8.1316,8.4718,8.8494,9.1544
19880129,-0.3022,-0.9207,-1.5542,-2.194,6.777,7.4892,7.8468,8.151,8.466
19880229,-0.0883,-0.6256,-1.2125,-1.8177,6.6361,7.4067,7.7303,8.0057,8.3117
19880331,-0.0519,-0.6445,-1.3331,-2.1344,6.8459,7.7399,8.1323,8.5099,8.874
19880429,0.6504,0.4865,0.2466,0.0185,7.0981,8.0929,8.4529,8.7237,9.0274
19880531,0.4637,0.203,-0.1176,-0.5296,7.6423,8.5369,8.746,9.022,9.3313
19880630,0.286,0.2479,0.3411,0.3943,7.5141,8.2561,8.3876,8.621,8.9052
19880729,0.0328,-0.0898,-0.0337,0.0874,7.9176,8.573,8.6875,8.8283,9.0831
19880831,0.0142,-0.0193,0.1543,0.3862,8.2886,8.7998,8.8565,8.9867,9.1874
19880930,0.9342,1.9072,3.065,4.2565,8.1109,8.4585,8.4905,8.6305,8.8231
19881031,0.2649,0.8159,1.7453,2.7257,7.9655,8.2139,8.1875,8.3311,8.568
19881130,-0.3717,-0.3996,-0.0006,0.5553,8.611,8.7692,8.7159,8.8103,8.9551
19881230,-0.8332,-1.3402,-1.4485,-1.3296,8.9648,8.9788,8.9577,9.0355,9.0817
19890131,-1.4427,-2.5302,-3.2364,-3.6214,8.9319,8.9343,8.8572,8.851,8.8566
19890228,-1.9895,-3.5928,-4.7771,-5.6364,9.3962,9.3336,9.19,9.171,9.1672
19890331,-1.9185,-3.2604,-3.9946,-4.2691,9.6584,9.4742,9.2441,9.1485,9.0618
19890428,-1.0233,-1.5396,-1.6315,-1.4283,9.1162,8.9692,8.8156,8.8242,8.8698
19890531,-0.261,-0.0349,0.5106,1.3518,8.7979,8.5199,8.4765,8.4901,8.4981
19890630,0.1229,0.7261,1.4909,2.3919,8.1332,7.7844,7.8562,8.0042,8.1135
19890731,0.9281,2.3541,3.8156,5.3335,7.6449,7.2615,7.3668,7.5652,7.7451
19890831,0.5084,1.2127,2.0835,3.118,8.2914,8.1522,8.1159,8.1529,8.1846
19890929,0.0722,0.3804,0.7911,1.3526,8.3863,8.1823,8.2198,8.2616,8.278
19891031,0.3603,0.9026,1.4639,2.1593,7.8536,7.6452,7.7698,7.8726,7.9428
19891130,1.0798,2.2429,3.358,4.4933,7.6894,7.5528,7.6952,7.8198,7.8813
19891229,1.1549,2.3997,3.6467,4.8485,7.8239,7.7129,7.7885,7.8799,7.9443
19900131,0.8345,1.4781,1.9891,2.4511,8.0998,8.2136,8.34,8.3946,8.414
19900228,1.2411,2.0202,2.6872,3.3378,8.0925,8.4109,8.504,8.5166,8.517
19900330,1.155,1.7627,2.2408,2.673,8.3192,8.6364,8.6704,8.6296,8.5934
19900430,0.4008,0.225,0.0203,-0.1036,8.5684,8.9914,9.0289,8.9937,8.9641
19900531,0.3836,0.3946,0.2829,0.1574,8.1363,8.4655,8.6018,8.6236,8.6133
19900629,-0.1815,-0.5482,-0.8997,-1.2213,7.9659,8.2229,8.3557,8.4351,8.4789
19900731,-0.4276,-0.9763,-1.5137,-2.0214,7.6891,7.9155,8.1026,8.2528,8.376
19900831,0.3444,0.2385,-0.1478,-0.7396,7.8078,8.2218,8.5392,8.7764,8.9698
19900928,0.4687,0.5639,0.3616,-0.1015,7.7136,8.1246,8.4639,8.7411,8.9628
19901031,0.1561,0.0382,-0.3173,-0.8892,7.4891,7.8877,8.2281,8.5147,8.7524
19901130,0.2303,0.283,0.185,-0.0853,7.3225,7.6425,7.9178,8.1516,8.3466
19901231,0.7965,1.208,1.3268,1.1944,6.9164,7.377,7.7611,8.0767,8.3303
19910131,1.5406,2.579,3.248,3.6262,6.673,7.3016,7.7256,8.0358,8.2745
19910228,1.8706,3.0519,3.7574,4.1513,6.5403,7.3227,7.8111,8.1231,8.3313
19910328,2.2114,3.4092,4.0187,4.3134,6.425,7.4726,8.0201,8.2987,8.4421
19910430,2.746,4.4575,5.5592,6.2997,6.2454,7.3174,7.892,8.2236,8.4336
19910531,2.2367,3.5499,4.2922,4.6422,6.2288,7.2886,7.8813,8.2633,8.5255
19910628,1.8926,2.7256,3.0039,2.9494,6.3303,7.5227,8.1568,8.5334,8.7723
19910731,1.7078,2.5099,2.7627,2.7061,6.2077,7.3005,8,8.4326,8.6877
19910830,2.4242,4.1686,5.4161,6.3304,5.7976,6.7948,7.5289,8.0555,8.4192
19910930,2.5932,4.5981,6.1884,7.4952,5.5314,6.459,7.1508,7.656,8.0163
19911031,2.6704,4.7146,6.2705,7.4517,5.2173,6.1839,6.9588,7.5712,8.0443
19911129,2.8007,4.7717,6.0905,6.9061,4.8418,5.9468,6.8328,7.531,8.0691
19911231,3.1447,5.5093,7.2881,8.6371,4.2323,5.3965,6.2979,6.9813,7.486
19920131,2.8748,4.7108,5.7974,6.3775,4.4268,5.8896,6.9492,7.6944,8.1955
19920228,2.8154,4.5972,5.6412,6.1982,4.5073,6.0293,7.0791,7.7743,8.208
19920331,2.7094,4.2439,5.0099,5.3275,4.7632,6.4856,7.5327,8.1245,8.4195
19920430,2.8298,4.43,5.2017,5.4782,4.4876,6.2918,7.4519,8.1571,8.5486
19920529,2.943,4.8725,6.0887,6.8483,4.3456,5.9518,7.0471,7.7659,8.2131
19920630,3.3543,5.9601,7.8761,9.2248,4.1684,5.551,6.6174,7.4236,8.0161
19920731,3.5587,6.4435,8.6983,10.4032,3.7418,5.1152,6.1778,6.9828,7.5774
19920831,3.2313,5.9055,8.0377,9.6612,3.5635,4.8547,5.9233,6.7957,7.4943
19920930,3.2405,5.8752,7.923,9.4221,3.2185,4.5161,5.6082,6.5172,7.2615
19921030,2.4611,4.2273,5.4346,6.2838,3.7228,5.1926,6.3639,7.1951,7.7496
19921130,1.933,3.111,3.8595,4.4517,4.0138,5.6548,6.7825,7.4769,7.878
19921230,1.6661,2.684,3.1345,3.3189,3.7304,5.28,6.5308,7.3016,7.7257
19930129,2.3528,4.454,6.2157,7.6815,3.5368,4.848,5.9327,6.7297,7.2773
19930226,2.6482,5.26,7.5456,9.4555,3.3811,4.4673,5.4887,6.2981,6.8878
19930331,3.0714,6.0953,8.7034,10.8059,3.4142,4.5088,5.5164,6.317,6.9076
19930429,2.9916,6.1583,8.9789,11.3246,3.3002,4.2852,5.3365,6.2029,6.8412
19930528,2.313,4.5911,6.7437,8.7087,3.6388,4.769,5.6133,6.2481,6.7278
19930630,2.0016,4.1216,6.3059,8.5001,3.5494,4.4974,5.2393,5.8219,6.28
19930730,1.5146,3.0622,4.6666,6.3196,3.6006,4.6302,5.3784,5.9244,6.3264
19930831,1.4084,3.0844,4.9548,6.972,3.4463,4.2473,4.9253,5.4771,5.914
19930930,1.071,2.3495,3.8903,5.6886,3.4451,4.3297,4.9764,5.4632,5.8396
19931029,1.6556,3.6283,5.8033,8.0552,3.537,4.3912,5.0201,5.4977,5.869
19931130,1.9842,4.0835,6.1667,8.1358,3.6706,4.6832,5.3937,5.9089,6.2906
19931231,1.5966,3.3966,5.2752,7.0841,3.6834,4.7308,5.423,5.9168,6.288
19940131,1.2823,2.6483,4.1466,5.7217,3.5657,4.5667,5.2314,5.7022,6.0555
19940228,0.3678,0.6566,1.1176,1.7179,4.0995,5.1999,5.8371,6.2875,6.637
19940331,-0.0434,-0.3906,-0.6246,-0.7378,4.5522,5.8636,6.551,7.0208,7.3399
19940429,-0.7469,-1.8251,-2.563,-2.9502,5.0321,6.4147,6.9408,7.2284,7.4305
19940531,-0.5448,-1.5415,-2.3422,-2.8554,5.3138,6.61,7.0488,7.241,7.3934
19940630,-0.9821,-2.4789,-3.828,-5.0234,5.4795,6.7361,7.171,7.4754,7.7145
19940729,-0.7579,-1.8692,-2.838,-3.683,5.3881,6.4897,6.8932,7.1714,7.3921
19940831,-1.2483,-2.9378,-4.4633,-5.7759,5.4956,6.6148,7.0026,7.2266,7.4064
19940930,-1.5812,-3.7177,-5.7912,-7.6503,5.9109,7.1129,7.5367,7.6987,7.8028
19941031,-1.7317,-4.0365,-6.2338,-8.244,6.1229,7.3249,7.695,7.8792,8.0105
19941130,-2.1231,-4.5567,-6.5496,-8.1776,6.8063,7.8273,7.9018,7.9186,7.9415
19941230,-2.5216,-4.9722,-6.9172,-8.4882,7.2524,7.8736,7.8618,7.859,7.8622
19950131,-2.2184,-4.5273,-6.4504,-8.0186,6.7851,7.5403,7.6253,7.6237,7.6276
19950228,-1.1773,-2.3322,-3.1742,-3.7221,6.3772,6.992,7.1295,7.1849,7.2604
19950331,-0.5447,-0.985,-1.0855,-0.9235,6.4083,6.9913,7.1213,7.1779,7.2542
19950428,0.1683,0.3605,0.6645,1.1024,6.2464,6.7486,6.9244,6.9926,7.0505
19950531,0.8385,2.033,3.2928,4.55,5.7715,5.8543,5.9812,6.1362,6.3058
19950630,1.0548,2.3869,3.9162,5.5742,5.6813,5.8389,5.9461,6.0565,6.1887
19950731,0.815,1.7173,2.6806,3.6968,5.6747,5.9909,6.2081,6.3759,6.5224
19950831,0.9806,2.069,3.2142,4.4136,5.6342,5.9142,6.0814,6.207,6.3257
19950929,1.437,3.0642,4.7599,6.4963,5.6759,5.9095,6.003,6.0664,6.1452
19951031,1.786,3.8367,5.9521,8.0704,5.5389,5.6443,5.7638,5.8922,6.0248
19951130,2.4774,5.0699,7.5332,9.8424,5.3499,5.3093,5.4553,5.6323,5.8042
19951229,2.7356,5.4408,7.9725,10.341,5.138,5.1566,5.3273,5.4937,5.6459
19960131,2.62,5.3106,7.7206,9.8681,4.9203,4.9347,5.2137,5.4801,5.7087
19960229,1.8115,3.4063,4.7962,6.0436,5.1805,5.5347,5.795,6.013,6.2123
19960329,1.5316,2.644,3.6226,4.5723,5.4597,6.0089,6.1993,6.3045,6.4201
19960430,1.1252,1.7262,2.1817,2.6061,5.6234,6.3234,6.5371,6.6261,6.717
19960531,0.1224,-0.4815,-1.1596,-1.7209,5.7319,6.5851,6.8143,6.8671,6.9076
19960628,0.0994,-0.368,-0.8866,-1.3302,5.7395,6.4135,6.5751,6.6323,6.7071
19960731,0.149,-0.105,-0.3845,-0.5931,5.8419,6.4621,6.6554,6.731,6.7986
19960830,0.0756,-0.5468,-1.1972,-1.7709,5.8386,6.7038,6.8574,6.8994,6.9718
19960930,0.1891,-0.1659,-0.6451,-1.1839,5.7204,6.358,6.5456,6.684,6.806
19961031,0.1565,0.0155,-0.2413,-0.5249,5.4878,5.9048,6.149,6.3084,6.4325
19961129,-0.0738,-0.305,-0.5108,-0.6469,5.3831,5.6865,5.8381,5.9403,6.04
19961231,-0.4226,-1.1679,-1.9654,-2.7137,5.5792,6.0726,6.2912,6.3942,6.4623
19970131,-0.6573,-1.562,-2.4366,-3.1984,5.592,6.1184,6.3547,6.4705,6.5509
19970228,-0.1699,-0.6637,-1.149,-1.5034,5.7046,6.2888,6.4983,6.5667,6.6051
19970331,-0.0127,-0.5166,-1.1088,-1.6292,6.0216,6.7032,6.8967,6.9405,6.9685
19970430,0.4286,0.4703,0.4288,0.4324,5.8948,6.4954,6.6676,6.7134,6.7513
19970530,0.7833,1.139,1.3986,1.6705,5.8018,6.4586,6.6075,6.6357,6.6749
19970630,0.6727,0.9408,1.0902,1.2676,5.7408,6.307,6.4829,6.5297,6.5611
19970731,0.9189,1.8081,2.6573,3.4955,5.5432,5.7662,5.8818,5.9604,6.0354
19970829,0.9984,1.7292,2.364,3.008,5.7054,6.1266,6.2646,6.3278,6.3926
19970930,0.743,1.4038,2.0784,2.7616,5.615,5.8848,6.0094,6.1228,6.225
19971031,0.3996,0.8598,1.4122,2.0439,5.5052,5.6888,5.756,5.8008,5.8597
19971128,0.035,0.0566,0.1696,0.4037,5.6515,5.8165,5.8273,5.8059,5.8033
19971231,0.5072,1.1322,1.8401,2.6119,5.5654,5.6662,5.6863,5.6905,5.7086
19980130,0.7923,1.8689,3.0289,4.1861,5.3261,5.2781,5.3105,5.3937,5.5071
19980227,0.81,1.7797,2.7935,3.8133,5.4788,5.5286,5.5529,5.5853,5.6379
19980331,1.208,2.4843,3.7824,5.1037,5.4952,5.6204,5.6424,5.6472,5.6723
19980430,1.0286,2.0592,3.164,4.2913,5.4668,5.637,5.6086,5.624,5.6991
19980529,0.9745,2.0581,3.1901,4.3019,5.4841,5.5239,5.5037,5.5631,5.6402
19980630,0.8825,1.8431,2.924,4.0671,5.4245,5.5223,5.4488,5.418,5.4434
19980731,0.3721,0.7208,1.169,1.7262,5.3941,5.5331,5.5122,5.4782,5.4794
19980831,1.0713,2.4112,3.8429,5.2968,5.0553,4.9247,4.8961,4.9387,5.0267
19980930,1.3736,3.1496,5.1071,7.0948,4.5112,4.2334,4.1653,4.2373,4.3988
19981030,1.292,2.8372,4.4038,5.8701,4.3968,4.2108,4.2342,4.3934,4.6318
19981130,1.1926,2.4684,3.7058,4.8602,4.6239,4.5515,4.5685,4.6489,4.7712
19981231,1.0621,2.1867,3.273,4.2756,4.6041,4.5617,4.6042,4.706,4.8455
19990129,0.6466,1.3764,2.2513,3.1942,4.6315,4.5807,4.5188,4.5642,4.7113
19990226,0.5397,0.8393,1.1244,1.4235,4.9889,5.2533,5.3002,5.3388,5.4268
19990331,0.7784,1.2822,1.6922,2.0343,4.842,5.1386,5.2372,5.3302,5.467
19990430,0.7422,1.1288,1.4646,1.8147,4.8948,5.222,5.2882,5.349,5.468
19990527,0.4035,0.2384,0.0049,-0.1787,5.1204,5.6688,5.7966,5.8238,5.8659
19990630,0.2814,0.0115,-0.3497,-0.7515,5.2409,5.7187,5.7792,5.8452,5.9825
19990730,0.226,-0.1181,-0.6461,-1.2431,5.3071,5.8563,6.0062,6.0764,6.166
19990831,-0.5627,-1.5866,-2.6381,-3.6978,5.4874,5.92,5.9902,6.0864,6.2435
19990930,-1.1499,-2.7835,-4.425,-6.0104,5.3833,5.7989,5.8788,5.9842,6.1583
19991029,-1.3449,-3.079,-4.6804,-6.1094,5.5557,5.9683,5.9948,6.0608,6.2099
19991130,-1.2302,-2.7674,-4.2086,-5.5739,5.7817,6.1057,6.0901,6.1365,6.284
19991231,-1.4556,-3.2005,-4.807,-6.4038,6.0173,6.3491,6.3125,6.4423,6.6463
20000131,-1.7128,-3.9921,-6.1486,-8.0938,6.2935,6.7981,6.7207,6.6565,6.6632
20000229,-1.0248,-2.3553,-3.6266,-4.8121,6.2781,6.6307,6.6101,6.6123,6.6223
20000331,-1.2044,-2.4432,-3.3491,-3.9638,6.343,6.476,6.2361,6.0817,6.0382
20000428,-1.2644,-2.658,-3.7557,-4.5968,6.4864,6.6818,6.4467,6.3091,6.2575
20000531,-1.0062,-1.835,-2.3623,-2.8281,6.675,6.6254,6.3511,6.3317,6.3543
20000630,-0.6878,-1.1881,-1.3637,-1.3744,6.4065,6.2795,6.0208,5.9932,6.0555
20000731,-0.5212,-0.6949,-0.6257,-0.4439,6.3775,6.1799,6.0072,5.9842,6.0162
20000831,-0.353,-0.3178,0.0053,0.5113,6.273,5.955,5.7633,5.7375,5.7797
20000929,-0.3888,-0.2043,0.2217,0.713,6.1877,5.6943,5.5582,5.667,5.8403
20001031,-0.2459,0.1475,0.6983,1.2754,6.2142,5.6014,5.51,5.6328,5.7741
20001130,0.1624,0.949,1.9208,2.9679,5.9433,5.3035,5.1647,5.2369,5.3836
20001229,0.9029,2.37,4.0061,5.6922,5.4462,4.8454,4.8062,4.9602,5.163
20010131,2.0638,4.1796,5.9853,7.5273,4.7343,4.6049,4.8508,5.1212,5.3578
20010228,2.0884,4.3116,6.2763,7.9642,4.5423,4.3869,4.6476,4.9344,5.1878
20010330,2.3056,4.2813,5.7336,6.7904,4.1704,4.2604,4.6294,4.9814,5.2834
20010430,2.6132,4.4569,5.6961,6.5247,4.0686,4.603,5.0699,5.4289,5.7211
20010531,2.7982,4.4413,5.5601,6.3477,3.8272,4.708,5.2129,5.5667,5.8502
20010629,2.3946,3.7103,4.4905,4.9706,3.8849,4.7051,5.213,5.5754,5.8606
20010731,2.6903,4.5369,5.7387,6.5699,3.4896,4.1606,4.7824,5.185,5.4874
20010831,2.6323,4.3667,5.4591,6.1959,3.3227,4.0289,4.6451,5.0429,5.3489
20010928,3.2082,5.4453,6.9184,7.9494,2.4861,3.3211,4.1939,4.8093,5.2671
20011031,3.5812,6.1308,7.8453,9.0827,2.0202,2.9604,3.9183,4.5367,4.9789
20011130,3.2245,4.761,5.38,5.5731,2.079,3.6282,4.6179,5.1905,5.5999
20011231,2.7613,3.5262,3.3819,2.9336,2.0841,4.0413,5.1045,5.6113,5.9463
20020131,2.336,3.1795,3.3053,3.1579,2.2689,4.0073,4.9954,5.5052,5.8452
20020228,2.1969,2.9719,3.1215,3.0059,2.19,3.8726,4.7848,5.3034,5.6832
20020328,1.5069,1.5098,1.0126,0.3754,2.7535,4.6265,5.4786,5.9206,6.2138
20020430,2.305,3.2049,3.5317,3.7017,2.298,4.17,5.1021,5.5511,5.8568
20020531,2.3768,3.5841,4.3438,4.8806,2.3312,4.0056,4.807,5.3134,5.7098
20020628,2.6471,4.2269,5.2239,5.9533,2.058,3.6332,4.5784,5.1312,5.5432
20020731,2.454,4.4948,5.8087,6.6618,1.7066,2.7416,3.8711,4.6343,5.1964
20020830,2.3048,4.4522,6.0906,7.3034,1.7241,2.4977,3.4045,4.1361,4.7291
20020930,1.8324,4.1054,6.1872,7.9558,1.4887,1.9209,2.7275,3.4985,4.1629
20021031,1.5809,3.4971,5.0836,6.2699,1.3795,2.0021,2.9502,3.7926,4.5016
20021129,2.0982,4.0677,5.6975,7.0169,1.53,2.6484,3.5607,4.2805,4.8689
20021231,2.8024,5.9568,8.6521,10.8698,1.2389,1.9501,2.916,3.7286,4.3954
20030131,2.7285,5.5529,7.8359,9.6667,1.2788,2.171,3.2222,4.0144,4.6161
20030228,2.6527,5.6028,8.1246,10.2148,1.2199,1.8347,2.7816,3.593,4.2393
20030331,3.4611,7.0267,10.0083,12.4555,1.1654,1.913,2.939,3.7666,4.4105
20030430,3.0066,6.2069,8.7674,10.7604,1.1634,1.9018,2.9906,3.8638,4.5069
20030530,2.8718,6.1622,9.2171,11.9034,1.1338,1.5166,2.2585,3.0235,3.7011
20030630,2.6001,5.5568,8.1927,10.4324,1.0331,1.6217,2.4953,3.3035,3.9719
20030731,1.4799,2.9743,4.0518,4.7698,1.2617,2.3767,3.5568,4.4784,5.1779
20030829,1.1961,2.0132,2.3829,2.5334,1.3016,2.5874,3.7664,4.5786,5.161
20030930,0.8409,1.69,2.2183,2.5334,1.08,1.8784,2.9702,3.8478,4.5186
20031031,0.7271,1.2535,1.5353,1.7305,1.275,2.4238,3.5108,4.3064,4.911
20031128,1.213,2.1017,2.7538,3.2981,1.4354,2.672,3.6284,4.3246,4.8726
20031231,0.7074,1.2161,1.4559,1.5917,1.2427,2.4073,3.4888,4.2596,4.8341
20040130,0.9058,1.7298,2.3246,2.7925,1.2652,2.3982,3.4196,4.1482,4.6988
20040227,0.6761,1.3261,1.7014,1.9438,1.1586,2.1316,3.2177,3.9969,4.5577
20040331,0.752,1.7,2.5337,3.2499,1.161,1.991,2.9329,3.6943,4.3023
20040430,0.2825,0.2026,0.0868,0.0031,1.6193,3.0705,3.9796,4.5906,5.069
20040528,-0.3389,-1.3475,-2.4633,-3.5059,1.8555,3.2671,4.1393,4.7437,5.2109
20040630,-0.4525,-1.298,-2.0757,-2.7304,2.0742,3.3408,4.0812,4.6266,5.0737
20040730,0.2798,0.5659,1.0897,1.7914,2.0969,3.2707,3.9546,4.4762,4.9106
20040831,0.6115,1.5674,2.683,3.8394,1.9759,2.8105,3.463,4.0046,4.468
20040930,-0.3492,-0.3592,-0.0126,0.559,2.2276,2.9802,3.5012,3.947,4.3595
20041029,0.172,0.844,1.7879,2.858,2.2518,2.8388,3.3625,3.8409,4.275
20041130,0.0089,0.2408,0.7529,1.458,2.6631,3.3965,3.8125,4.1675,4.5199
20041231,-0.3618,-0.2345,0.3391,1.1826,2.7691,3.3615,3.686,3.9906,4.3163
20050131,-0.5745,-0.6968,-0.3093,0.442,2.9727,3.5419,3.7607,3.9475,4.1712
20050228,-1.1224,-1.8197,-1.9239,-1.5897,3.254,3.915,4.1011,4.2235,4.3849
20050331,-1.4377,-2.6471,-3.236,-3.2959,3.4287,4.1423,4.2832,4.3622,4.4981
20050429,-0.315,-0.1963,0.4657,1.5405,3.3855,3.8609,3.9286,3.9942,4.1348
20050531,-0.1174,0.268,1.2592,2.6922,3.3845,3.7539,3.7525,3.7779,3.8957
20050630,-0.1625,0.1832,1.1151,2.4867,3.5033,3.7355,3.6947,3.7021,3.8039
20050729,-0.586,-0.7963,-0.4509,0.3541,3.8567,4.1649,4.1308,4.1056,4.163
20050831,-0.9417,-1.3407,-1.1477,-0.4915,3.7522,3.862,3.8116,3.8118,3.8929
20050930,-1.1551,-1.779,-1.9238,-1.7765,4.1353,4.1251,4.0918,4.2122,4.3471
20051031,-1.4881,-2.6013,-3.1587,-3.2656,4.3269,4.4757,4.3983,4.3819,4.4587
20051130,-0.9833,-1.5896,-1.7332,-1.5104,4.3798,4.4188,4.3111,4.2971,4.3882
20051230,-1.0392,-1.7155,-1.9786,-1.872,4.4007,4.3623,4.2537,4.2097,4.2466
20060131,-1.0138,-1.697,-2.1287,-2.3351,4.5557,4.4439,4.3792,4.3776,4.4296
20060228,-0.775,-1.3015,-1.6099,-1.6983,4.69,4.6276,4.5319,4.4733,4.4657
20060331,-0.684,-1.1951,-1.5562,-1.7638,4.8263,4.7943,4.7233,4.7057,4.7519
20060428,-1.0213,-1.8867,-2.679,-3.3947,4.8822,4.794,4.7865,4.8505,4.9638
20060531,-1.286,-2.4992,-3.6161,-4.6208,5.0399,4.9657,4.8948,4.9004,4.9807
20060630,-1.4746,-2.8306,-4.0405,-5.1306,5.2101,5.0507,4.912,4.894,4.9712
20060731,-0.8996,-1.5727,-2.1766,-2.7437,5.0645,4.8039,4.7095,4.7301,4.821
20060831,-1.0889,-1.8114,-2.4448,-3.0573,4.9509,4.5341,4.4452,4.5054,4.6234
20060929,-0.7524,-1.1037,-1.2269,-1.2642,4.8775,4.4431,4.3354,4.3844,4.4981
20061031,-0.404,-0.4404,-0.3719,-0.2642,4.8797,4.4347,4.3134,4.351,4.4572
20061130,-0.3985,-0.4075,-0.2738,-0.068,4.8173,4.3201,4.1634,4.1824,4.2828
20061229,-0.5907,-0.9316,-1.1804,-1.3933,4.953,4.5946,4.4585,4.4595,4.5374
20070131,-0.5596,-0.9163,-1.1636,-1.3509,5.0035,4.7359,4.6249,4.6169,4.6723
20070228,-0.2108,-0.0437,0.1895,0.3677,4.8384,4.3648,4.2401,4.2875,4.4097
20070330,-0.0366,0.3384,0.7842,1.1828,4.8309,4.3483,4.2599,4.3533,4.5171
20070430,-0.0468,0.4305,1.0627,1.71,4.8408,4.3092,4.2183,4.3165,4.4817
20070531,-0.0022,0.0979,0.3147,0.6292,4.9679,4.7947,4.6836,4.6662,4.7276
20070629,0.1334,0.2677,0.3961,0.5347,4.9173,4.7777,4.7656,4.8326,4.9438
20070731,0.0635,0.4472,0.8152,1.0913,4.7404,4.3258,4.3621,4.5449,4.7528
20070831,0.2456,0.6773,1.1418,1.5377,4.2885,4.0135,4.0409,4.2275,4.4801
20070928,0.4156,0.8629,1.2127,1.401,4.0275,3.8881,4.0346,4.3098,4.616
20071031,0.4062,0.9279,1.3655,1.6339,4.0285,3.7917,3.9134,4.1888,4.5006
20071130,1.1259,2.4111,3.4136,4.0115,3.1942,2.8782,3.1799,3.6849,4.1888
20071231,1.3844,2.9925,4.2927,5.1324,3.2102,2.8504,3.1593,3.6977,4.2434
20080131,2.5996,5.0658,7.0195,8.3836,2.1363,2.1587,2.6632,3.3082,3.9301
20080229,2.748,5.3621,7.2458,8.4053,1.6168,1.626,2.4038,3.2502,3.9722
20080331,2.8847,5.4,7.4439,8.9674,1.4636,1.7446,2.3094,2.9936,3.6898
20080430,2.406,4.1075,5.3239,6.1693,1.9032,2.5168,3.1001,3.6363,4.1141
20080530,2.5433,4.2747,5.3881,6.0541,2.2514,2.9522,3.5528,4.0616,4.487
20080630,2.4822,4.3493,5.7416,6.7677,2.2955,2.8985,3.4403,3.9177,4.3295
20080731,2.1355,3.7431,4.9834,5.9184,2.1903,2.7545,3.3046,3.8178,4.2798
20080829,1.8808,3.3772,4.5515,5.4476,2.1327,2.5445,3.0532,3.584,4.0886
20080930,2.092,3.9467,5.373,6.3325,1.7961,2.1799,2.8835,3.6565,4.3635
20081031,2.4592,4.8843,6.5185,7.1477,1.3325,1.4883,2.5546,3.8714,5.0907
20081128,2.1071,4.5021,6.5666,8.0438,0.7711,0.7849,1.6204,2.7116,3.7525
20081231,2.4654,4.8671,7.1148,9.128,0.385,0.7576,1.45,2.2302,2.9612
20090130,1.614,3.1891,4.5883,5.7182,0.5447,1.0881,1.909,2.8002,3.6385
20090227,0.9022,2.1062,3.3395,4.3886,0.7238,1.1998,2.0169,2.9231,3.7729
20090331,1.173,2.5038,3.8493,5.1382,0.5716,0.9786,1.6481,2.4009,3.1278
20090430,1.9999,3.7927,5.2821,6.4377,0.5169,1.3073,2.1469,2.9585,3.6939
20090529,2.461,4.6836,6.3894,7.5168,0.4912,1.3302,2.3558,3.3596,4.2337
20090630,2.3408,4.1576,5.3845,6.0832,0.5577,1.6235,2.6908,3.6308,4.3892
20090731,2.2083,3.8387,4.9545,5.6555,0.5462,1.6742,2.702,3.5788,4.2873
20090831,2.0944,3.6609,4.7102,5.3359,0.4501,1.4867,2.5347,3.4629,4.2156
20090930,1.7595,3.2104,4.4218,5.4482,0.4204,1.4326,2.4451,3.3371,4.0583
20091030,1.0992,2.2323,3.6522,5.3786,0.3891,1.4215,2.4515,3.3643,4.1121
20091130,0.5102,1.1167,1.8148,2.5726,0.2747,1.0139,2.0135,2.9947,3.8307
20091231,0.2115,-0.0756,-0.6778,-1.4862,0.5461,1.7371,2.8324,3.7696,4.5268
20100129,0.7609,1.3571,1.7086,1.8566,0.3272,1.3128,2.4487,3.4905,4.3373
20100226,0.8519,1.6121,2.1648,2.5155,0.3479,1.2567,2.3704,3.4222,4.2943
20100331,0.5377,0.6275,0.2936,-0.3258,0.4409,1.5583,2.7348,3.7472,4.5348
20100430,0.8478,1.5564,1.9424,2.0698,0.4595,1.4383,2.5725,3.5665,4.3377
20100528,0.9175,2.1182,3.2644,4.3157,0.4127,1.1551,2.2134,3.1824,3.9459
20100630,1.2761,3.0973,4.9349,6.6171,0.3474,0.8696,1.7932,2.707,3.4668
20100730,1.3562,3.3666,5.4281,7.2779,0.318,0.6916,1.5173,2.4375,3.2756
20100831,1.1894,3.124,5.321,7.5223,0.2973,0.6001,1.2659,2.0143,2.7064
20100930,1.1546,3.0943,5.2639,7.3647,0.278,0.5054,1.1675,1.9575,2.7131
